Seeds for the ENGLISH Leaf Green version farmed by po and 10Ben.,,,,,,,,,,,,,,
#,Intro Time ms (GBA),Intro Time ms (NDS),MONO/LR,MONO/L=A,MONO/HELP,STEREO/LR,STEREO/L=A,STEREO/HELP,"MONO/LR, Start","MONO/L=A, Start","MONO/HELP, Start","STEREO/LR, Start","STEREO/L=A, Start","STEREO/HELP, Start"
1229,54263,55284,D213,D201,D202,D20A,D20B,D20B,368B,517E,0038,D20B,36B4,D204
1230,54279,55300,0D11,0D12,0D13,0D1B,0D12,0D13,6D5A,9F0F,48AB,0D09,6D90,0D0B
1231,54296,55317,5185,5186,5187,5185,5186,5187,B694,3682,9196,5187,B6BB,5175
1232,54313,55334,9F16,9F0D,9F18,9F16,9F0D,9F18,0038,6D4D,DADB,9F0E,006F,9F06
1233,54330,55351,3693,367F,368C,36C5,36B7,36BD,48BF,B68D,2481,36BD,48D2,36B0
1234,54346,55367,6D6B,6D58,6D59,6D98,6D90,6D97,9198,0038,6D4C,6D90,91AB,6D88
1235,54363,55384,B6A0,B697,B699,B6CE,B6C4,B6C6,DAE3,48B3,9C7D,B6CE,DAF5,B6C6
1236,54380,55401,004B,0037,0043,007F,0077,0077,2494,919A,CABC,0076,24A3,006E
1237,54397,55418,48C6,48BC,48BD,48DC,48D0,48D3,6D55,DADD,1241,48DC,6D74,48CA
1238,54413,55434,91AB,91A0,919D,91BB,91B3,91BC,9C8E,248D,B1B7,91B3,9C7C,91A9
1239,54430,55451,DAE9,DADD,DAE1,DB04,DB05,DB00,CAD0,6D4F,DEF3,DAFE,CAD9,DB01
1240,54447,55468,2493,2489,2496,24AB,24A3,24A5,1249,9C88,2CF0,24AC,124A,24A5
1241,54464,55485,6D61,6D5D,6D60,6D82,6D74,6D7E,B1C9,CABB,78D0,6D75,B1F6,6D74
1242,54480,55502,9C8D,9C8D,9C8F,9C8D,9C8E,9C8E,DEFB,124A,C0E4,9C85,DF13,9C89
1243,54497,55518,CAD6,CACD,CAC4,CAF4,CAEB,CAED,2CF9,B1B6,08CA,CAEE,2CFE,CADA
1244,54514,55535,1251,1248,1253,125B,1248,1254,78CC,DEFD,5371,1253,78DC,1241
1245,54530,55552,B1CD,B1BE,B1CA,B207,B1F4,B1F5,C0EC,2CEF,9E6B,B1FF,C0EB,B1ED
1246,54547,55569,DF09,DEFB,DF01,DF19,DF11,DF11,08CB,78CB,E5FC,DF12,08E3,DF0A
1247,54564,55585,2D00,2CFA,2CEF,2D0F,2D06,2D10,537D,C0EB,141B,2D10,5374,2D08
1248,54581,55602,78DC,78D7,78CC,78ED,78E4,78E5,9E69,08C9,2229,78ED,9EA0,78DD
1249,54597,55619,C0F4,C0EB,C0F4,C0F4,C0EB,C0F4,E604,5368,6B5E,C0F4,E5FF,C0EC
1250,54614,55636,08DA,08CA,08CB,08F4,08EB,08EC,1419,9E69,B3A9,08E2,141A,08E4
1251,54631,55652,5381,5370,537D,5381,5370,5379,222F,E5F2,5A76,5371,221F,5369
1252,54648,55669,9E7A,9E68,9E72,9EA7,9E9E,9EA9,6B66,141A,949C,9E9F,6B5E,9E97
1253,54664,55686,E603,E603,E5FB,E60C,E603,E604,B3BD,221F,DDB1,E5FB,B3B3,E5F3
1254,54681,55703,1421,1422,1423,142B,1422,1423,5A7E,6B5E,2116,1423,5A75,141B
1255,54698,55719,223A,2223,2231,223A,2223,2232,94A5,B3B3,7044,2228,94A8,2228
1256,54715,55736,6B78,6B71,6B70,6B79,6B62,6B71,DDC0,5A75,C7FE,6B6F,DDBA,6B69
1257,54731,55753,B3C4,B3B3,B3BB,B3C4,B3BC,B3AF,2127,94A8,01A8,B3BD,214A,B3A9
1258,54748,55770,5A86,5A7D,5A72,5A86,5A7D,5A72,7040,DDBA,55B3,5A7E,7038,5A6A
1259,54765,55786,94AD,94B0,94B0,94AD,94B0,94B0,C806,2115,952B,94A5,C80C,949C
1260,54782,55803,DDC9,DDC0,DDC0,DDC9,DDC0,DDC0,01AC,7041,DC99,DDC0,01BB,DDB1
1261,54798,55820,2130,2126,211E,2165,215C,2153,55BB,C803,26A8,215D,55C0,214B
1262,54815,55837,7049,7049,7040,7049,704A,7047,9531,019C,6F19,7040,9562,7039
1263,54832,55854,C80E,C7FF,C800,C828,C814,C815,DCA5,55A8,B96F,C820,DC9C,C818
1264,54849,55870,01AC,01AB,01A4,01C3,01C1,01BC,26AF,952A,19B6,01C4,26BC,01B1
1265,54865,55887,55C6,55BA,55BB,55D1,55D2,55D3,6F1B,DC8E,4CED,55D6,6F1C,55CB
1266,54882,55904,9537,9529,952A,9564,955D,9568,B979,269C,9701,9565,B98F,9557
1267,54899,55921,DCAC,DC9B,DC98,DCA3,DC9B,DCA8,19BE,6F0F,DFB5,DCA5,19D3,DC99
1268,54916,55937,26AC,26AB,26AB,26CE,26BC,26BD,4CF4,B96F,27CB,26BE,4D14,26BD
1269,54932,55954,6F2C,6F1C,6F19,6F25,6F1C,6F19,9701,19AA,6D2F,6F1B,973D,6F15
1270,54949,55971,B97F,B97E,B983,B995,B98C,B99A,DFBD,4CF7,BA67,B991,DFD1,B985
1271,54966,55988,19C6,19B2,19B3,19D9,19DD,19D1,27E0,9700,044F,19DC,27D7,19D4
1272,54983,56004,4CFB,4CF3,4CFF,4D26,4D19,4D13,6D2E,DFAB,4D74,4D13,6D44,4D0B
1273,54999,56021,9710,9704,9708,974B,973A,9744,BA6C,27CC,ADF7,9745,BA62,973E
1274,55016,56038,DFC6,DFBE,DFBE,DFDA,DFDA,DFDB,0466,6D26,F1E1,DFDB,047A,DFD5
1275,55033,56055,27E6,27DC,27E0,27E6,27DB,27E0,4D79,BA62,352F,27E0,4D89,27CB
1276,55050,56071,6D36,6D2D,6D37,6D54,6D4B,6D4D,AE09,045F,7F8F,6D4C,AE1D,6D45
1277,55066,56088,BA77,BA6F,BA6D,BA77,BA6F,BA6D,F1F2,4D6A,D15B,BA6C,F217,BA67
1278,55083,56105,046D,0466,045A,048D,0479,047B,353F,AE00,0F4E,047B,3546,0474
1279,55100,56122,4D82,4D7B,4D74,4D9B,4D95,4D88,7F99,F1EC,591D,4D90,7FBC,4D84
1280,55116,56138,AE12,AE08,ADFF,AE26,AE27,AE26,D160,3536,A1B4,AE1E,D172,AE1E
1281,55133,56155,F1FD,F1E8,F1E9,F230,F21F,F220,0F4D,7F8E,EC5B,F228,0F4D,F218
1282,55150,56172,3547,353E,353F,3563,354E,3556,591B,D157,34C1,3556,592A,3547
1283,55167,56189,7FA1,7F96,7F8E,7FD7,7FC4,7FCC,A1BC,0F4F,7D68,7FC4,A1A9,7FC4
1284,55183,56206,D168,D156,D157,D177,D16E,D16F,EC63,5912,C20A,D17B,EC7B,D170
1285,55200,56222,0F55,0F55,0F56,0F55,0F55,0F56,34BC,A1A9,0FDA,0F56,34D3,0F45
1286,55217,56239,592B,591A,5923,593B,5932,593B,7D70,EC63,3966,593B,7D67,5934
1287,55234,56256,A1BA,A1BB,A1BC,A1C4,A1BB,A1BF,C212,34B3,82D3,A1BC,C211,A1B4
1288,55250,56273,EC76,EC6B,EC63,EC8C,EC83,EC7B,0FEB,7D67,CBA8,EC7B,0FE2,EC73
1289,55267,56289,34CE,34BB,34C9,34EB,34DB,34DC,3977,C211,14CF,34E3,3965,34DB
1290,55284,56306,7D71,7D68,7D70,7D7B,7D6F,7D69,82DB,0FE2,96B7,7D70,82DD,7D61
1291,55301,56323,C21A,C219,C212,C21A,C219,C212,CBB0,396E,B948,C212,CB9D,C20A
1292,55317,56340,0FEA,0FEE,0FE2,0FEA,0FEE,0FE2,14D7,82DD,023E,0FE2,14CE,0FDA
1293,55334,56356,3976,396D,3977,3976,396D,396E,96B6,CBA7,4BF9,3977,96E3,3966
1294,55351,56373,82E3,82DA,82E8,82E3,82DA,82E8,B948,14CE,946F,82DB,B97F,82D3
1295,55368,56390,CBAE,CBAF,CBA6,CBAE,CBAF,CBA6,024F,96AD,DD53,CBB0,0274,CBA8
1296,55384,56407,14DF,14D6,14E4,14DF,14D6,14E4,4C01,B93F,2801,14D7,4C2D,14CF
1297,55401,56423,96C7,96B5,96BF,96FD,96EB,96F5,9477,023D,6FEA,96EC,9496,96ED
1298,55418,56440,B95A,B947,B950,B98F,B987,B97E,DD65,4C04,B86D,B987,DD74,B976
1299,55435,56457,0257,0245,0246,0285,0285,0286,2809,946E,F6A8,027D,2837,0275
1300,55451,56474,4C12,4C00,4C01,4C47,4C3E,4C3F,6FE9,DD5A,386A,4C36,6FFF,4C37
1301,55468,56491,947F,9476,9481,94A7,9493,949E,B875,2800,8141,949F,B86F,948C
1302,55485,56507,DD6D,DD5A,DD65,DD85,DD72,DD7B,F6B9,6FE0,CB92,DD7B,F6D1,DD6B
1303,55502,56524,281B,2812,2809,2850,283F,2840,3879,B864,13C1,2840,3870,2838
1304,55518,56541,6FFC,6FF1,6FF2,701A,7007,7012,813F,F6B2,5CEE,7010,8140,7009
1305,55535,56558,B875,B874,B875,B875,B86C,B875,CB99,3870,A62D,B86D,CBAE,B865
1306,55552,56574,F6C1,F6B8,F6BB,F6D4,F6CB,F6DA,13D2,8140,EFFF,F6CC,13C9,F6C4
1307,55569,56591,387A,3871,3872,3881,3871,3879,5CF6,CB90,38BB,3872,5CF6,386A
1308,55585,56608,8147,8148,8149,8151,8148,8149,A638,13CA,81F7,8149,A62C,8141
1309,55602,56625,CB98,CB99,CB90,CBB5,CBB6,CBB7,F010,5CF8,CBB8,CBB7,F015,CBAF
1310,55619,56641,13DA,13C8,13D2,13DB,13D1,13D2,38C1,A62C,1469,13D5,38AE,13C1
1311,55636,56658,5CFE,5CFE,5CF6,5CFE,5CFE,5D01,81F6,EFFE,5E02,5CF6,81F6,5CF7
1312,55652,56675,A63D,A62B,A635,A634,A62B,A635,CBB7,38BA,8B9E,A638,CBD5,A62D
1313,55669,56692,F018,F006,F010,F030,F01D,F028,1472,81ED,BA97,F029,145E,F016
1314,55686,56708,38C8,38BF,38B7,38C9,38BF,38C0,5E12,CBB7,FE40,38B7,5E01,38B8
1315,55702,56725,8208,8201,81F6,8208,8201,8200,8BB0,1469,4CDE,81FF,8BB6,81EE
1316,55719,56742,CBBF,CBB6,CBC0,CBDD,CBDD,CBDE,BA9E,5E01,F589,CBD5,BAAD,CBD7
1317,55736,56759,1479,1466,1474,146F,1466,1467,FE3E,8BA7,2E33,1467,FE3F,146A
1318,55753,56775,5E12,5E11,5E12,5E1A,5E11,5E0A,4CE7,BA95,77E0,5E12,4CEB,5E0A
1319,55769,56792,8BAE,8BA5,8BA6,8BD0,8BBE,8BBF,F596,FE3F,C08F,8BCB,F589,8BB7
1320,55786,56809,BAA6,BAA6,BAA7,BABD,BABC,BAC1,2E3B,4CD1,09CF,BAB6,2E32,BAAE
1321,55803,56826,FE50,FE3D,FE48,FE50,FE3D,FE48,77F1,F588,531A,FE3E,7802,FE40
1322,55820,56843,4CE6,4CE7,4CDD,4CFE,4CFF,4CF7,C08D,2E39,9CE3,4CFE,C08D,4CF8
1323,55836,56859,F599,F591,F58A,F59A,F589,F58A,09D7,77DF,E61B,F591,09D7,F582
1324,55853,56876,2E4C,2E41,2E38,2E40,2E42,2E38,5322,C083,2ECB,2E44,5322,2E33
1325,55870,56893,77F0,77EF,77F1,7817,7808,780F,9CE2,09CE,7088,780F,9CF2,77FF
1326,55887,56910,C09C,C095,C095,C094,C095,C096,E62E,5323,AF05,C08D,E63F,C08E
1327,55903,56926,09E7,09DC,09D6,09E7,09D7,09D6,2EDC,9CE2,F78E,09D7,2ED2,09CF
1328,55920,56943,5333,532A,5321,5333,532A,5321,7097,E623,7543,5322,708E,5322
1329,55937,56960,9CEA,9CEB,9CE9,9D02,9D01,9D04,AF15,2ED2,99E4,9CFA,AF0C,9CFC
1330,55954,56977,E632,E62B,E623,E64F,E643,E647,F7A1,708E,E78D,E64C,F78D,E640
1331,55970,56993,2EE4,2ED2,2ED3,2EDB,2EDA,2EDE,754B,AF0C,315C,2EDC,7580,2ED3
1332,55987,57010,7098,708F,7097,7098,708F,7090,99EE,F78D,79B1,7097,9A23,708F
1333,56004,57027,AF1D,AF0C,AF0D,AF1D,AF14,AF0D,E79D,754A,C2B9,AF15,E7CC,AF05
1334,56021,57044,F7A7,F79E,F79F,F7A7,F79E,F79F,315B,99E4,0BF3,F7A1,3187,F797
1335,56037,57060,7553,754A,754B,7588,757F,7580,79BE,E791,55AE,7580,79D7,7578
1336,56054,57077,99F4,99F6,99EB,9A2B,9A29,9A2C,C2B8,3151,9E69,9A21,C2C3,9A24
1337,56071,57094,E7A4,E791,E79C,E7D1,E7D4,E7C9,0BFB,79AD,CCDD,E7CA,0C03,E7C2
1338,56088,57111,3163,3164,315B,3197,319B,3199,55BE,C2AE,1781,3197,55C5,3188
1339,56104,57128,79C3,79B6,79BF,79E9,79DF,79E1,9E7B,0BF6,603B,79D8,9E92,79D7
1340,56121,57144,C2C9,C2B7,C2C1,C2E2,C2D7,C2D1,CCE5,55B9,A868,C2DB,CCD4,C2C7
1341,56138,57161,0BFA,0BFA,0BFC,0C22,0C0E,0C1A,1789,9E74,27BD,0C1A,179D,0C13
1342,56155,57178,55C8,55B6,55C2,55D7,55D2,55CF,6043,CCD4,5E2E,55CE,6051,55C6
1343,56171,57195,9E84,9E72,9E72,9E98,9E97,9E9A,A866,1789,A96E,9E9A,A85D,9E87
1344,56188,57211,CCED,CCDC,CCDD,CCED,CCE4,CCE5,27C1,603A,ECBA,CCDD,27F2,CCDD
1345,56205,57228,179A,1791,1789,17AE,17A5,17A6,5E39,A85D,3B4C,17B3,5E4D,179E
1346,56222,57245,604E,6042,6043,606C,6058,6064,A981,27B8,830F,6062,A98A,605A
1347,56238,57262,A878,A86F,A866,A86E,A865,A870,ECC9,5E2D,CDBB,A866,ECEE,A85E
1348,56255,57278,27BF,27C0,27B7,2803,27FA,27FD,3B54,A96D,17B4,27FD,3B4B,27F3
1349,56272,57295,5E41,5E35,5E36,5E53,5E4A,5E4B,8316,ECB9,605C,5E54,832A,5E4E
1350,56288,57312,A97E,A975,A976,A9A4,A99B,A9A0,CDCA,3B54,8EC4,A993,CDBA,A994
1351,56305,57329,ECD1,ECC8,ECC2,ECFF,ECF6,ECF7,17C6,830D,9D3C,ECF7,17DB,ECEF
1352,56322,57345,3B65,3B53,3B60,3B68,3B53,3B5D,6058,CDC1,E56B,3B5D,6059,3B4C
1353,56339,57362,8329,8316,8317,833B,833C,8333,8EC2,17B3,2ECA,8333,8ED7,832B
1354,56355,57379,CDD2,CDC2,CDC3,CDCB,CDC2,CDC3,9D3A,604F,DAD0,CDC3,9D4D,CDC2
1355,56372,57396,17CE,17BB,17C5,17EB,17E2,17E3,E571,8EB9,10CC,17E3,E55E,17DC
1356,56389,57412,606C,6063,6058,6060,6057,6058,2ECA,9D33,5ADD,6062,2EDF,6050
1357,56406,57429,8ECA,8EC1,8ECC,8EE8,8EDF,8EEA,DADA,E55E,A39A,8EE0,DB03,8EE2
1358,56422,57446,9D48,9D44,9D40,9D6C,9D62,9D5A,10D4,2EC2,EBB3,9D62,10EA,9D5A
1359,56439,57463,E579,E56E,E56F,E56F,E56E,E56F,5ADD,DAC4,2EBB,E567,5B17,E568
1360,56456,57480,2ED1,2EC9,2EC8,2EF8,2EEF,2EE9,A3AA,10CB,7EBB,2EF1,A3C0,2EE1
1361,56473,57496,DADF,DACC,DAD8,DB14,DB03,DB0C,EBB2,5ADC,D847,DB04,EBA8,DB04
1362,56489,57513,10E5,10DE,10E1,1105,10FC,10FD,2EC4,A399,10E7,10F3,2ECF,10F5
1363,56506,57530,5AE5,5AE4,5AE7,5B2A,5B1F,5B16,7EC3,EBA8,5B16,5B22,7ED2,5B18
1364,56523,57547,A3AA,A3A1,A3A2,A3C6,A3BD,A3BE,D84F,2EB0,A46E,A3BE,D864,A3C1
1365,56540,57563,EBBA,EBB2,EBB2,EBC5,EBB2,EBBC,10E7,7EB7,EC77,EBB2,10E9,EBB4
1366,56556,57580,2ECE,2EB8,2EC3,2EEB,2EDE,2EDF,5B20,D853,36D7,2EE2,5B2B,2ED7
1367,56573,57597,7ED6,7EC5,7EC3,7EE2,7EE3,7EE0,A46B,10E8,9444,7EE3,A48B,7EDC
1368,56590,57614,D857,D85B,D85B,D882,D879,D878,EC7E,5B0D,C56E,D87A,EC6D,D872
1369,56607,57630,10F7,10F0,10F0,10F7,10F0,10E5,36DB,A46D,0E80,10E7,36E6,10E7
1370,56623,57647,5B1E,5B15,5B22,5B3C,5B33,5B3B,9454,EC77,583F,5B3D,9466,5B2C
1371,56640,57664,A47E,A475,A46B,A49C,A493,A494,C572,36C9,A147,A48C,C578,A484
1372,56657,57681,EC88,EC7E,EC80,EC7D,EC74,EC75,0E88,9443,EA17,EC7E,0E94,EC76
1373,56674,57697,36DA,36D1,36D2,36F7,36EE,36EF,583D,C55F,363B,36FB,5858,36F3
1374,56690,57714,9454,9454,944C,946B,946B,9463,A155,0E7D,776E,9463,A15F,945B
1375,56707,57731,C571,C569,C574,C590,C58A,C588,EA1E,583C,C548,C581,EA32,C584
1376,56724,57748,0E85,0E86,0E83,0EA8,0E93,0E9B,364A,A152,06FF,0E94,3651,0E97
1377,56741,57765,584E,5846,583D,5867,585B,585E,776E,EA1F,454A,585E,776D,5856
1378,56757,57781,A161,A14E,A14D,A16E,A171,A168,C54F,3642,8E19,A166,C544,A15E
1379,56774,57798,EA22,EA1F,EA1E,EA4F,EA3C,EA43,0707,7765,D73F,EA46,0709,EA34
1380,56791,57815,3653,364A,3643,366C,3664,3664,4552,C551,5122,365C,4540,365B
1381,56808,57832,7776,7775,776E,777E,776D,776B,8E23,0709,7EBE,7776,8E18,7766
1382,56824,57848,C560,C55B,C54D,C560,C55B,C54D,D747,4540,C7C7,C55A,D74C,C548
1383,56841,57865,071A,0706,0712,071A,0706,0712,5121,8E18,11AA,0707,513E,06FF
1384,56858,57882,4551,4548,4556,4551,4548,4556,7ECF,D73E,5AA0,4552,7EE3,4541
1385,56874,57899,8E1E,8E15,8E16,8E1E,8E15,8E16,C7CF,511F,A2DE,8E23,C7EF,8E0E
1386,56891,57915,D74F,D751,D752,D74F,D751,D752,11B2,7EC3,049F,D752,11DD,D73F
1387,56908,57932,5130,5120,5128,514F,513F,5147,5AA3,C7D0,35FF,5140,5AC2,5140
1388,56925,57949,7ED9,7ECF,7EC6,7EF5,7EE2,7EEF,A2EA,11A9,7E59,7EE8,A2E0,7EE0
1389,56941,57966,C7D8,C7D8,C7D0,C7F4,C7EC,C7F5,049E,5AA4,C4AA,C7EF,04B4,C7EC
1390,56958,57982,11C2,11BB,11B2,11F1,11E9,11EE,3607,A2E1,10EC,11E9,361A,11E9
1391,56975,57999,5AA7,5AA9,5AAD,5AC7,5ACA,5AC6,7E6C,0495,5A19,5ACA,7E56,5AC0
1392,56992,58016,A2F0,A2E8,A2E8,A2E4,A2E8,A2EA,C4A1,35FE,A4FF,A2DE,C4DE,A2D7
1393,57008,58033,04B2,049D,049E,04C5,04C3,04BD,10FD,7E56,176D,04C5,10F7,04B5
1394,57025,58049,3611,35FC,3607,362C,3623,3624,5A21,C498,35CB,3627,5A15,361F
1395,57042,58066,7E6A,7E62,7E64,7E72,7E6B,7E6C,A4FE,10F0,80EB,7E61,A52B,7E64
1396,57059,58083,C4A9,C496,C4A8,C4EF,C4DD,C4DC,1777,5A0F,CAAD,C4E6,17A3,C4DD
1397,57075,58100,1105,10EF,10FD,10F8,10FB,10FD,35C7,A4FE,1104,10F3,35F1,10F5
1398,57092,58117,5A20,5A15,5A1E,5A20,5A22,5A18,80FD,176E,5C03,5A20,8125,5A19
1399,57109,58133,A507,A505,A506,A53D,A53A,A535,CAB6,35BE,A784,A533,CAE3,A536
1400,57126,58150,1774,1774,1775,17B4,17AC,17AC,1115,80EB,EF0C,17AC,112B,17A4
1401,57142,58167,35DB,35D0,35D4,360F,35FD,35FD,5C0E,CAAC,380E,360C,5C17,35F6
1402,57159,58184,80FD,80F3,80F9,8133,812B,8134,A796,1109,79F4,8133,A7A7,812C
1403,57176,58200,CABE,CAAB,CAB6,CAF1,CADF,CAE9,EF14,5C00,B6FE,CAE0,EF1F,CAD8
1404,57193,58217,1113,1109,1116,1132,112B,1128,380B,A78A,F909,1133,382D,1129
1405,57209,58234,5C09,5C00,5C09,5C27,5C16,5C20,79F3,EF09,4A26,5C18,7A13,5C10
1406,57226,58251,A792,A793,A793,A7BB,A7AF,A7B6,B706,3806,949B,A7B3,B708,A7A0
1407,57243,58267,EF1D,EF08,EF13,EF32,EF1D,EF20,F911,79EA,DB98,EF21,F908,EF23
1408,57260,58284,381E,380E,380E,3834,382B,3836,4A2F,B6FD,24C6,382D,4A42,3825
1409,57276,58301,79FB,79F2,79F3,7A1A,7A11,7A1C,94A3,F908,6EA0,7A1A,949A,7A09
1410,57293,58318,B719,B70F,B710,B718,B70F,B706,DBAA,4A25,B74D,B706,DBA1,B6FE
1411,57310,58334,F90E,F910,F911,F919,F913,F906,24D7,949A,0096,F914,24CE,F909
1412,57327,58351,4A36,4A24,4A2E,4A53,4A42,4A43,6EAF,DBA1,4C9A,4A43,6EB7,4A43
1413,57343,58368,94B6,94AC,94A3,94AB,94AC,94AD,B755,24CE,930A,94A3,B74C,949B
1414,57360,58385,DBB2,DB9F,DBA0,DBB2,DB9F,DBA0,009E,6E9F,DC58,DBA0,008C,DB98
1415,57377,58401,24D6,24D6,24CE,24DF,24D6,24CE,4C99,B741,050D,24D7,4CB7,24C6
1416,57393,58418,6EB7,6EB1,6EA8,6ECF,6EC9,6EC0,931C,008C,34F0,6EC7,9316,6EBF
1417,57410,58435,B752,B749,B755,B75D,B749,B74A,DC6A,4C9C,7D0C,B755,DC57,B742
1418,57427,58452,009D,009D,0095,009D,009D,0095,051E,9313,245D,009E,0515,008D
1419,57444,58469,4CAA,4C98,4C99,4CC8,4CB4,4CC0,34EE,DC61,5351,4CB5,3509,4CAD
1420,57460,58485,9324,9311,931C,9327,931B,9312,7D17,0515,A5B6,931C,7D0D,930A
1421,57477,58502,DC72,DC5F,DC6A,DC72,DC5F,DC60,2472,34EF,EF8F,DC60,2475,DC62
1422,57494,58519,051D,0514,051E,051D,0514,051E,5359,7D0D,360F,051E,5350,050D
1423,57511,58536,34FC,34ED,34F5,3518,3509,3512,A5C9,245C,818D,3504,A5B3,3508
1424,57527,58552,7D1D,7D17,7D0C,7D1D,7D17,7D0C,EF8D,5350,CAB4,7D09,EFA2,7D0C
1425,57544,58569,2477,246C,246F,2492,2485,2486,3620,A5B3,14AC,247E,360D,2482
1426,57561,58586,536B,5362,5359,536B,5362,5363,8192,EF85,5DCC,5359,8192,5351
1427,57578,58603,A5D2,A5C0,A5C5,A5D2,A5C0,A5C0,CABE,360D,9F59,A5C0,CAB2,A5B6
1428,57594,58619,EFA0,EF8D,EF97,EFBD,EFB1,EFB3,14B8,8190,FD09,EFAA,14C1,EFAB
1429,57611,58636,3627,361F,3617,3627,3613,3623,5DCA,CAB3,4398,3617,5DEA,3618
1430,57628,58653,8196,8190,819B,8196,8190,818D,9F6A,14AB,8CCC,8192,9F58,818D
1431,57645,58670,CABE,CABD,CABD,CABE,CAB2,CABD,FD11,5DCD,EBB1,CAB5,FD12,CAB4
1432,57661,58686,14C2,14BA,14BC,14DB,14D3,14CF,4392,9F58,185B,14D1,4389,14C4
1433,57678,58703,5DD3,5DCC,5DCB,5DF8,5DEA,5DEC,8CCA,FD12,6206,5DF2,8CC1,5DEC
1434,57695,58720,9F69,9F69,9F61,9F72,9F69,9F6D,EBB9,4392,A5C2,9F61,EC28,9F59
1435,57712,58737,FD23,FD10,FD11,FD23,FD10,FD11,185D,8CC1,F353,FD11,1889,FD13
1436,57728,58754,43A3,439A,439B,43A3,439A,439B,620F,EBBB,3C9E,4392,622D,4393
1437,57745,58770,8CDC,8CC9,8CCA,8CDC,8CC9,8CCA,A5C8,1852,863B,8CCA,A5DF,8CCC
1438,57762,58787,EBCE,EBC3,EBC4,EC3A,EC2F,EC31,F35B,61F9,CEFC,EC24,F369,EC1C
1439,57779,58804,186E,185B,185A,18A7,1891,1891,3C9D,A5C1,17AA,189A,3CB9,1892
1440,57795,58821,6217,6208,6204,624A,6242,623A,8643,F35C,47E2,6245,865A,6232
1441,57812,58837,A5C7,A5C6,A5CB,A5F2,A5E8,A5E7,CF0C,3C9D,9156,A5E6,CF12,A5E4
1442,57829,58854,F363,F364,F35B,F37B,F37C,F373,17B2,863A,D90C,F37D,17A9,F36B
1443,57846,58871,3CAF,3C9C,3C9E,3CC3,3CB9,3CC4,47EA,CEF7,2348,3CBC,4807,3CBE
1444,57862,58888,864B,864C,864C,866D,8665,8665,915E,17A9,9146,865C,9173,865D
1445,57879,58904,CF0A,CEFE,CF0A,CF25,CF27,CF1D,D91E,47EE,D215,CF27,D915,CF14
1446,57896,58921,17C2,17BB,17BA,17C7,17BB,17B2,2350,9156,1E48,4809,2364,17B4
1447,57913,58938,47FD,47E9,47F4,4811,4812,4810,9156,D90B,66AB,9173,9145,4801
1448,57929,58955,9166,915E,915E,9184,917B,9173,D21D,2351,ADAB,D914,D21E,916B
1449,57946,58971,D926,D91D,D91E,D91C,D91D,D91E,1E50,9144,F2C3,236D,1E5E,D90C
1450,57963,58988,2358,234F,2358,237E,236C,2376,66AA,D21E,4269,9156,66AA,2365
1451,57979,59005,915E,914C,9158,9156,9157,914E,ADB3,1E3E,8E5D,D21D,ADAA,9146
1452,57996,59022,D225,D226,D21D,D225,D226,D21D,F2CA,66AA,D4D9,1E67,F2D3,D21F
1453,58013,59038,1E4F,1E46,1E47,1E6F,1E66,1E5E,4271,ADA2,0160,66B3,4268,1E5F
1454,58030,59055,66BC,66B2,66AA,66B2,66A9,66B3,8E62,F2B7,5062,ADAB,8E5B,66A2
1455,58046,59072,ADB3,ADB2,ADAB,ADBC,ADAA,ADB3,D4E1,4268,9523,F2E6,D4DF,ADAB
1456,58063,59089,F2CE,F2C7,F2BF,F2E3,F2DC,F2DB,015F,8E5B,DE71,4271,0156,F2D0
1457,58080,59106,4284,427B,427C,4279,427B,4271,505F,D4D8,574A,8E62,5056,4269
1458,58097,59122,8E6C,8E59,8E5A,8E6C,8E59,8E5A,9536,0156,8518,D4E1,9522,8E4F
1459,58113,59139,D4F4,D4E0,D4E1,D4E9,D4E7,D4E1,DE81,5056,CE1C,015F,DE90,D4E0
1460,58130,59156,0170,0167,0168,0170,0167,0168,5757,9522,176A,505F,5767,0160
1461,58147,59173,5072,506C,506A,5072,5069,506A,8516,DE78,612C,9536,8531,5062
1462,58164,59189,9533,9531,9532,9533,9531,9532,CE25,574E,AA5F,DE91,CE3A,9523
1463,58180,59206,DE81,DE78,DE81,DE99,DE98,DE99,177F,850E,04B5,5776,1785,DE89
1464,58197,59223,575A,5751,575B,5778,5776,5770,612A,CE12,357E,8534,6145,5771
1465,58214,59240,851E,851E,851D,853E,8531,853C,AA65,1774,84F2,CE39,AA93,852D
1466,58231,59256,CE24,CE25,CE25,CE41,CE3F,CE35,04C1,612E,CF44,179D,04AC,CE3C
1467,58247,59273,1785,1773,1771,179A,1790,1793,357C,AA62,177F,614C,3592,1793
1468,58264,59290,613B,6134,6132,6158,614F,614C,84ED,04B4,6098,AA9C,84E7,6144
1469,58281,59307,AA6C,AA61,AA6D,AAA2,AAA3,AAA6,CF4D,3573,AB96,04C1,CF57,AA93
1470,58298,59323,04BD,04C0,04C1,04C5,04BC,04B5,1775,84E7,0D1D,359B,176D,04B6
1471,58314,59340,358F,3588,3586,35AD,359A,35A3,60AD,CF36,3998,84F2,60A6,359B
1472,58331,59357,8501,84F8,84F0,84F2,84EB,84F8,AB9D,177C,82C6,CF61,ABC0,84F0
